"movie","type","word","minutes_in"
"Pulp Fiction","word","word_51",116.55
"Pulp Fiction","word","word_30",116.57
"Pulp Fiction","word","word_30",116.67
"Pulp Fiction","word","word_51",116.7
"Pulp Fiction","word","word_2",116.83
"Pulp Fiction","word","word_24",116.85
"Pulp Fiction","word","word_30",117.02
"Pulp Fiction","word","word_51",117.02
"Pulp Fiction","word","word_30",117.13
"Pulp Fiction","word","word_3",117.18
"Pulp Fiction","word","word_51",117.52
"Pulp Fiction","word","word_51",117.53
"Pulp Fiction","word","word_51",117.6
"Pulp Fiction","word","word_2",117.63
"Pulp Fiction","word","word_24",117.65
"Pulp Fiction","word","word_48",117.65
"Pulp Fiction","word","word_24",117.67
"Pulp Fiction","word","word_51",117.78
"Pulp Fiction","word","word_30",117.87
"Pulp Fiction","word","word_33",117.9
"Pulp Fiction","word","word_51",117.98
"Pulp Fiction","word","word_33",118.4
"Pulp Fiction","word","word_51",118.45
"Pulp Fiction","word","word_51",118.58
"Pulp Fiction","word","word_30",118.68
"Pulp Fiction","word","word_51",118.77
"Pulp Fiction","word","word_48",118.92
"Pulp Fiction","word","word_48",119.07
"Pulp Fiction","word","word_51",119.12
"Pulp Fiction","word","word_48",119.17
"Pulp Fiction","word","word_48",119.3
"Pulp Fiction","word","word_30",119.32
"Pulp Fiction","word","word_45",119.37
"Pulp Fiction","word","word_30",119.4
"Pulp Fiction","word","word_30",119.52
"Pulp Fiction","word","word_30",119.57
"Pulp Fiction","word","word_30",119.72
"Pulp Fiction","word","word_30",119.77
"Pulp Fiction","word","word_24",120.12
"Pulp Fiction","word","word_24",120.18
"Pulp Fiction","word","word_51",120.18
"Pulp Fiction","word","word_24",120.25
"Pulp Fiction","word","word_51",120.25
"Pulp Fiction","word","word_30",120.27
"Pulp Fiction","word","word_51",120.27
"Pulp Fiction","word","word_24",120.3
"Pulp Fiction","word","word_51",120.3
"Pulp Fiction","word","word_30",120.55
"Pulp Fiction","word","word_51",120.55
"Pulp Fiction","word","word_51",120.83
"Pulp Fiction","word","word_47",121.03
"Pulp Fiction","word","word_2",121.07
"Pulp Fiction","word","word_45",121.12
"Pulp Fiction","word","word_48",121.13
"Pulp Fiction","word","word_45",121.27
"Pulp Fiction","word","word_48",121.32
"Pulp Fiction","word","word_45",121.45
"Pulp Fiction","word","word_51",121.47
"Pulp Fiction","word","word_45",123.85
"Pulp Fiction","word","word_30",125.57
"Pulp Fiction","word","word_30",126
"Pulp Fiction","word","word_2",128
"Pulp Fiction","word","word_51",128
"Pulp Fiction","word","word_25",128.03
"Pulp Fiction","word","word_51",128.03
"Pulp Fiction","word","word_24",128.17
"Pulp Fiction","word","word_51",128.18
"Pulp Fiction","word","word_45",128.2
"Pulp Fiction","word","word_51",128.22
"Pulp Fiction","word","word_2",128.27
"Pulp Fiction","word","word_30",128.35
"Pulp Fiction","word","word_30",128.4
"Pulp Fiction","word","word_30",128.43
"Pulp Fiction","word","word_45",128.53
"Pulp Fiction","word","word_45",128.53
"Pulp Fiction","word","word_24",128.67
"Pulp Fiction","word","word_45",128.68
"Pulp Fiction","word","word_30",128.73
"Pulp Fiction","word","word_48",128.78
"Pulp Fiction","word","word_21",129.12
"Pulp Fiction","word","word_51",129.52
"Pulp Fiction","word","word_2",129.33
"Pulp Fiction","word","word_33",129.5
"Pulp Fiction","word","word_51",129.83
"Pulp Fiction","word","word_33",130.08
"Pulp Fiction","word","word_30",130.1
"Pulp Fiction","word","word_24",130.22
"Pulp Fiction","word","word_24",130.22
"Pulp Fiction","word","word_17",130.25
"Pulp Fiction","word","word_33",130.3
"Pulp Fiction","word","word_45",130.9
"Pulp Fiction","word","word_30",131.5
"Pulp Fiction","word","word_51",131.57
"Pulp Fiction","word","word_30",131.85
"Pulp Fiction","word","word_30",133.48
"Pulp Fiction","word","word_30",133.55
"Pulp Fiction","word","word_30",133.63
"Pulp Fiction","word","word_46",134
"Pulp Fiction","word","word_51",134.05
"Pulp Fiction","word","word_47",134.55
"Pulp Fiction","word","word_51",134.85
"Pulp Fiction","word","word_51",135.35
"Pulp Fiction","word","word_51",135.38
"Pulp Fiction","word","word_30",135.47
"Pulp Fiction","word","word_51",135.48
"Pulp Fiction","word","word_30",135.77
"Pulp Fiction","word","word_24",135.93
"Pulp Fiction","word","word_51",136.6
"Pulp Fiction","word","word_30",136.8
"Pulp Fiction","word","word_30",137.05
"Pulp Fiction","word","word_51",137.22
"Pulp Fiction","word","word_24",137.57
"Pulp Fiction","word","word_30",137.93
"Pulp Fiction","word","word_46",138
"Pulp Fiction","word","word_24",138.1
"Pulp Fiction","word","word_30",138.22
"Pulp Fiction","word","word_24",138.23
"Pulp Fiction","word","word_24",138.28
"Pulp Fiction","word","word_30",138.3
"Pulp Fiction","word","word_30",138.33
"Pulp Fiction","word","word_30",138.37
"Pulp Fiction","word","word_24",138.43
"Pulp Fiction","word","word_30",138.48
"Pulp Fiction","word","word_30",138.65
"Pulp Fiction","word","word_30",138.68
"Pulp Fiction","word","word_24",138.87
"Pulp Fiction","word","word_30",139
"Pulp Fiction","word","word_24",139.23
"Pulp Fiction","word","word_30",139.53
"Pulp Fiction","word","word_30",139.6
"Pulp Fiction","word","word_30",139.75
"Pulp Fiction","word","word_30",139.85
"Pulp Fiction","word","word_30",139.97
"Pulp Fiction","word","word_24",140.05
"Pulp Fiction","word","word_51",140.72
"Pulp Fiction","word","word_30",141.05
"Pulp Fiction","word","word_24",141.15
"Pulp Fiction","word","word_33",141.18
"Pulp Fiction","word","word_30",141.43
"Pulp Fiction","word","word_33",142.23
"Pulp Fiction","word","word_9",142.37
"Pulp Fiction","word","word_9",142.4
"Pulp Fiction","word","word_9",142.42
"Pulp Fiction","word","word_30",142.45
"Pulp Fiction","word","word_9",142.45
"Pulp Fiction","word","word_30",142.5
"Pulp Fiction","word","word_9",142.5
"Pulp Fiction","word","word_46",143.77
"Pulp Fiction","word","word_46",143.8
"Pulp Fiction","word","word_3",144.25
"Pulp Fiction","word","word_30",144.27
"Pulp Fiction","word","word_51",144.3
"Pulp Fiction","word","word_51",144.48
"Pulp Fiction","word","word_2",144.53
"Pulp Fiction","word","word_33",144.82
"Pulp Fiction","word","word_45",145.38
"Pulp Fiction","word","word_45",145.68
"Pulp Fiction","word","word_30",146.23
"Pulp Fiction","word","word_33",146.3
"Pulp Fiction","word","word_47",146.32
"Pulp Fiction","word","word_24",146.35
"Pulp Fiction","word","word_2",146.67
"Pulp Fiction","word","word_51",147.43
"Pulp Fiction","word","word_2",147.48
"Pulp Fiction","word","word_51",147.58
"Pulp Fiction","word","word_45",147.6
"Pulp Fiction","word","word_2",147.62
"Pulp Fiction","word","word_51",147.65
"Pulp Fiction","word","word_2",147.9
"Pulp Fiction","word","word_51",148.15
"Kill Bill: Vol. 1","word","word_9",7.12
"Kill Bill: Vol. 1","word","word_2",8.1
"Kill Bill: Vol. 1","word","word_17",8.12
"Kill Bill: Vol. 1","word","word_9",10.45
"Kill Bill: Vol. 1","word","word_51",10.5
"Kill Bill: Vol. 1","word","word_25",10.95
"Kill Bill: Vol. 1","word","word_25",10.98
"Kill Bill: Vol. 1","word","word_9",11.87
"Kill Bill: Vol. 1","word","word_33",12.17
"Kill Bill: Vol. 1","word","word_30",12.17
"Kill Bill: Vol. 1","word","word_9",12.48
"Kill Bill: Vol. 1","word","word_24",13.07
"Kill Bill: Vol. 1","word","word_9",13.08
"Kill Bill: Vol. 1","word","word_51",13.13
"Kill Bill: Vol. 1","word","word_47",13.18
"Kill Bill: Vol. 1","word","word_2",13.18
"Kill Bill: Vol. 1","word","word_47",13.28
"Kill Bill: Vol. 1","word","word_9",13.42
"Kill Bill: Vol. 1","death","word_1",13.53
"Kill Bill: Vol. 1","word","word_33",17.2
"Kill Bill: Vol. 1","word","word_37",17.58
"Kill Bill: Vol. 1","word","word_33",18.02
"Kill Bill: Vol. 1","word","word_51",18.07
"Kill Bill: Vol. 1","word","word_33",19.32
"Kill Bill: Vol. 1","word","word_14",19.73
"Kill Bill: Vol. 1","word","word_24",22.93
"Kill Bill: Vol. 1","word","word_51",23.4
"Kill Bill: Vol. 1","word","word_51",23.45
"Kill Bill: Vol. 1","word","word_30",25.02
"Kill Bill: Vol. 1","word","word_52",25.12
"Kill Bill: Vol. 1","word","word_24",28.03
"Kill Bill: Vol. 1","word","word_15",28.43
"Kill Bill: Vol. 1","word","word_51",28.88
"Kill Bill: Vol. 1","word","word_33",29.37
"Kill Bill: Vol. 1","death","word_1",29.75
"Kill Bill: Vol. 1","word","word_11",31.07
"Kill Bill: Vol. 1","word","word_51",31.32
"Kill Bill: Vol. 1","word","word_24",31.42
"Kill Bill: Vol. 1","word","word_24",31.6
"Kill Bill: Vol. 1","death","word_1",31.68
"Kill Bill: Vol. 1","word","word_50",32.12
"Kill Bill: Vol. 1","word","word_26",32.15
"Kill Bill: Vol. 1","word","word_16",35.15
"Kill Bill: Vol. 1","word","word_21",35.22
"Kill Bill: Vol. 1","death","word_1",37.65
"Kill Bill: Vol. 1","death","word_1",39.57
"Kill Bill: Vol. 1","death","word_1",41.03
"Kill Bill: Vol. 1","death","word_1",42.57
"Kill Bill: Vol. 1","death","word_1",42.77
"Kill Bill: Vol. 1","death","word_1",43.48
"Kill Bill: Vol. 1","word","word_51",46.45
"Kill Bill: Vol. 1","word","word_7",46.47
"Kill Bill: Vol. 1","word","word_2",46.63
"Kill Bill: Vol. 1","word","word_33",47.97
"Kill Bill: Vol. 1","word","word_37",48.03
"Kill Bill: Vol. 1","word","word_17",48.6
"Kill Bill: Vol. 1","death","word_1",60.57
"Kill Bill: Vol. 1","word","word_7",62.33
"Kill Bill: Vol. 1","word","word_28",62.35
"Kill Bill: Vol. 1","word","word_9",62.87
"Kill Bill: Vol. 1","death","word_1",62.97
"Kill Bill: Vol. 1","word","word_30",64.2
"Kill Bill: Vol. 1","word","word_26",64.23
"Kill Bill: Vol. 1","word","word_10",64.32
"Kill Bill: Vol. 1","word","word_30",64.38
"Kill Bill: Vol. 1","word","word_33",73.48
"Kill Bill: Vol. 1","death","word_1",75.77
"Kill Bill: Vol. 1","death","word_1",76.02
"Kill Bill: Vol. 1","death","word_1",76.02
"Kill Bill: Vol. 1","death","word_1",76.02
"Kill Bill: Vol. 1","death","word_1",76.48
"Kill Bill: Vol. 1","death","word_1",77.02
"Kill Bill: Vol. 1","death","word_1",80.32
"Kill Bill: Vol. 1","death","word_1",82.95
"Kill Bill: Vol. 1","death","word_1",82.98
"Kill Bill: Vol. 1","death","word_1",83
"Kill Bill: Vol. 1","death","word_1",83.03
"Kill Bill: Vol. 1","death","word_1",83.05
"Kill Bill: Vol. 1","death","word_1",83.05
"Kill Bill: Vol. 1","death","word_1",83.05
"Kill Bill: Vol. 1","death","word_1",83.08
"Kill Bill: Vol. 1","death","word_1",83.12
"Kill Bill: Vol. 1","death","word_1",83.18
"Kill Bill: Vol. 1","death","word_1",83.38
"Kill Bill: Vol. 1","death","word_1",83.42
"Kill Bill: Vol. 1","death","word_1",83.48
"Kill Bill: Vol. 1","death","word_1",83.65
"Kill Bill: Vol. 1","death","word_1",83.72
"Kill Bill: Vol. 1","death","word_1",83.83
"Kill Bill: Vol. 1","death","word_1",83.88
"Kill Bill: Vol. 1","death","word_1",83.93
"Kill Bill: Vol. 1","death","word_1",84.05
"Kill Bill: Vol. 1","death","word_1",84.18
"Kill Bill: Vol. 1","death","word_1",84.23
"Kill Bill: Vol. 1","death","word_1",84.27
"Kill Bill: Vol. 1","death","word_1",84.58
"Kill Bill: Vol. 1","death","word_1",84.92
"Kill Bill: Vol. 1","death","word_1",84.92
"Kill Bill: Vol. 1","death","word_1",85
"Kill Bill: Vol. 1","death","word_1",85.08
"Kill Bill: Vol. 1","death","word_1",85.1
"Kill Bill: Vol. 1","death","word_1",85.2
"Kill Bill: Vol. 1","death","word_1",85.25
"Kill Bill: Vol. 1","death","word_1",85.25
"Kill Bill: Vol. 1","death","word_1",85.28
"Kill Bill: Vol. 1","death","word_1",85.38
"Kill Bill: Vol. 1","death","word_1",85.47
"Kill Bill: Vol. 1","death","word_1",85.98
"Kill Bill: Vol. 1","death","word_1",86.05
"Kill Bill: Vol. 1","death","word_1",86.15
"Kill Bill: Vol. 1","death","word_1",86.2
"Kill Bill: Vol. 1","death","word_1",86.27
"Kill Bill: Vol. 1","death","word_1",86.35
"Kill Bill: Vol. 1","death","word_1",86.4
"Kill Bill: Vol. 1","death","word_1",87.52
"Kill Bill: Vol. 1","death","word_1",87.63
"Kill Bill: Vol. 1","word","word_30",88.18
"Kill Bill: Vol. 1","death","word_1",88.95
"Kill Bill: Vol. 1","death","word_1",97.6
"Kill Bill: Vol. 1","word","word_37",100.1
"Kill Bill: Vol. 2","word","word_37",1.18
"Kill Bill: Vol. 2","word","word_9",4.83
"Kill Bill: Vol. 2","word","word_2",9.02
"Kill Bill: Vol. 2","word","word_13",9.62
"Kill Bill: Vol. 2","word","word_33",11.38
"Kill Bill: Vol. 2","word","word_17",12.82
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","death","word_1",14.38
"Kill Bill: Vol. 2","word","word_42",15.53
"Kill Bill: Vol. 2","word","word_43",17.33
"Kill Bill: Vol. 2","word","word_30",18.7
"Kill Bill: Vol. 2","word","word_2",18.72
"Kill Bill: Vol. 2","word","word_30",19.37
"Kill Bill: Vol. 2","word","word_5",20.17
"Kill Bill: Vol. 2","word","word_30",20.3
"Kill Bill: Vol. 2","word","word_30",20.57
"Kill Bill: Vol. 2","word","word_30",20.98
"Kill Bill: Vol. 2","word","word_30",21.37
"Kill Bill: Vol. 2","word","word_30",21.42
"Kill Bill: Vol. 2","word","word_30",21.52
"Kill Bill: Vol. 2","word","word_51",21.8
"Kill Bill: Vol. 2","word","word_57",22.5
"Kill Bill: Vol. 2","word","word_2",26.62
"Kill Bill: Vol. 2","word","word_51",27.03
"Kill Bill: Vol. 2","word","word_9",28.93
"Kill Bill: Vol. 2","word","word_2",29.92
"Kill Bill: Vol. 2","word","word_17",30.47
"Kill Bill: Vol. 2","word","word_9",33.02
"Kill Bill: Vol. 2","word","word_50",33.15
"Kill Bill: Vol. 2","word","word_50",33.23
"Kill Bill: Vol. 2","word","word_2",34.6
"Kill Bill: Vol. 2","word","word_33",34.7
"Kill Bill: Vol. 2","word","word_30",34.77
"Kill Bill: Vol. 2","word","word_8",44.12
"Kill Bill: Vol. 2","word","word_26",44.65
"Kill Bill: Vol. 2","word","word_2",47.13
"Kill Bill: Vol. 2","word","word_33",49.2
"Kill Bill: Vol. 2","word","word_42",49.2
"Kill Bill: Vol. 2","word","word_33",50.93
"Kill Bill: Vol. 2","word","word_25",65.67
"Kill Bill: Vol. 2","word","word_38",68.4
"Kill Bill: Vol. 2","word","word_51",72.45
"Kill Bill: Vol. 2","death","word_1",72.67
"Kill Bill: Vol. 2","word","word_9",78.9
"Kill Bill: Vol. 2","word","word_30",79.88
"Kill Bill: Vol. 2","word","word_9",79.88
"Kill Bill: Vol. 2","word","word_30",79.93
"Kill Bill: Vol. 2","word","word_24",79.93
"Kill Bill: Vol. 2","word","word_30",80.28
"Kill Bill: Vol. 2","word","word_30",80.63
"Kill Bill: Vol. 2","word","word_51",80.75
"Kill Bill: Vol. 2","word","word_50",85.35
"Kill Bill: Vol. 2","word","word_50",85.4
"Kill Bill: Vol. 2","word","word_30",102.12
"Kill Bill: Vol. 2","word","word_33",103.23
"Kill Bill: Vol. 2","word","word_24",103.28
"Kill Bill: Vol. 2","word","word_51",104.63
"Kill Bill: Vol. 2","word","word_2",107.43
"Kill Bill: Vol. 2","word","word_24",110.23
"Kill Bill: Vol. 2","word","word_30",110.93
"Kill Bill: Vol. 2","word","word_9",110.97
"Kill Bill: Vol. 2","word","word_30",111.05
"Kill Bill: Vol. 2","word","word_11",111.58
"Kill Bill: Vol. 2","word","word_53",111.92
"Kill Bill: Vol. 2","word","word_30",112.52
"Kill Bill: Vol. 2","word","word_51",112.52
"Kill Bill: Vol. 2","word","word_30",116.28
"Kill Bill: Vol. 2","word","word_6",116.28
"Kill Bill: Vol. 2","word","word_30",116.57
"Kill Bill: Vol. 2","word","word_7",117.25
"Kill Bill: Vol. 2","word","word_7",117.35
"Kill Bill: Vol. 2","word","word_15",119.58
"Kill Bill: Vol. 2","death","word_1",121.12
"Inglorious Basterds","death","word_1",20.35
"Inglorious Basterds","death","word_1",20.35
"Inglorious Basterds","death","word_1",20.35
"Inglorious Basterds","death","word_1",20.35
"Inglorious Basterds","word","word_37",22.2
"Inglorious Basterds","word","word_33",22.22
"Inglorious Basterds","word","word_30",22.32
"Inglorious Basterds","word","word_9",22.55
"Inglorious Basterds","death","word_1",28.57
"Inglorious Basterds","death","word_1",28.63
"Inglorious Basterds","death","word_1",28.8
"Inglorious Basterds","death","word_1",29.07
"Inglorious Basterds","death","word_1",29.22
"Inglorious Basterds","death","word_1",29.23
"Inglorious Basterds","death","word_1",29.25
"Inglorious Basterds","death","word_1",29.93
"Inglorious Basterds","word","word_30",30.93
"Inglorious Basterds","word","word_33",31.05
"Inglorious Basterds","word","word_33",32.52
"Inglorious Basterds","word","word_2",32.65
"Inglorious Basterds","word","word_24",32.97
"Inglorious Basterds","death","word_1",34.77
"Inglorious Basterds","word","word_56",34.9
"Inglorious Basterds","word","word_30",34.97
"Inglorious Basterds","word","word_30",35.05
"Inglorious Basterds","word","word_30",35.1
"Inglorious Basterds","death","word_1",35.17
"Inglorious Basterds","word","word_17",35.2
"Inglorious Basterds","word","word_24",35.3
"Inglorious Basterds","word","word_2",48.17
"Inglorious Basterds","word","word_49",48.68
"Inglorious Basterds","word","word_51",51.48
"Inglorious Basterds","word","word_37",52.55
"Inglorious Basterds","word","word_49",58.43
"Inglorious Basterds","word","word_49",59.38
"Inglorious Basterds","word","word_49",59.57
"Inglorious Basterds","word","word_24",61.83
"Inglorious Basterds","word","word_33",69.48
"Inglorious Basterds","word","word_30",69.5
"Inglorious Basterds","word","word_60",73
"Inglorious Basterds","word","word_2",75.83
"Inglorious Basterds","word","word_49",86.97
"Inglorious Basterds","word","word_59",90.53
"Inglorious Basterds","word","word_37",92.03
"Inglorious Basterds","word","word_17",92.27
"Inglorious Basterds","death","word_1",92.68
"Inglorious Basterds","death","word_1",92.68
"Inglorious Basterds","death","word_1",92.7
"Inglorious Basterds","death","word_1",92.72
"Inglorious Basterds","death","word_1",92.73
"Inglorious Basterds","death","word_1",92.75
"Inglorious Basterds","death","word_1",92.77
"Inglorious Basterds","death","word_1",92.83
"Inglorious Basterds","death","word_1",92.87
"Inglorious Basterds","death","word_1",92.87
"Inglorious Basterds","word","word_30",96.87
"Inglorious Basterds","death","word_1",96.95
"Inglorious Basterds","word","word_33",97.12
"Inglorious Basterds","word","word_24",97.53
"Inglorious Basterds","word","word_37",100.97
"Inglorious Basterds","word","word_17",101
"Inglorious Basterds","word","word_24",101.82
"Inglorious Basterds","word","word_2",102.68
"Inglorious Basterds","word","word_51",103.4
"Inglorious Basterds","word","word_30",103.82
"Inglorious Basterds","death","word_1",104.6
"Inglorious Basterds","death","word_1",104.6
"Inglorious Basterds","death","word_1",104.6
"Inglorious Basterds","death","word_1",104.6
"Inglorious Basterds","word","word_26",107.77
"Inglorious Basterds","word","word_24",107.82
"Inglorious Basterds","word","word_2",111.43
"Inglorious Basterds","death","word_1",121.13
"Inglorious Basterds","word","word_30",121.53
"Inglorious Basterds","word","word_52",121.53
"Inglorious Basterds","word","word_24",121.55
"Inglorious Basterds","word","word_24",121.57
"Inglorious Basterds","word","word_52",121.62
"Inglorious Basterds","word","word_24",121.63
"Inglorious Basterds","word","word_24",121.68
"Inglorious Basterds","word","word_33",121.77
"Inglorious Basterds","word","word_10",121.78
"Inglorious Basterds","word","word_33",121.87
"Inglorious Basterds","word","word_17",124.72
"Inglorious Basterds","word","word_51",137.82
"Inglorious Basterds","word","word_2",138.93
"Inglorious Basterds","death","word_1",141.47
"Inglorious Basterds","death","word_1",141.53
"Inglorious Basterds","death","word_1",142.42
"Inglorious Basterds","death","word_1",142.52
"Inglorious Basterds","death","word_1",144.17
"Inglorious Basterds","death","word_1",144.17
"Inglorious Basterds","death","word_1",144.2
"Inglorious Basterds","death","word_1",144.63
"Inglorious Basterds","death","word_1",144.63
"Inglorious Basterds","death","word_1",144.65
"Inglorious Basterds","death","word_1",144.67
"Inglorious Basterds","death","word_1",144.68
"Inglorious Basterds","death","word_1",144.85
"Inglorious Basterds","death","word_1",144.85
"Inglorious Basterds","death","word_1",144.85
"Inglorious Basterds","death","word_1",145.1
"Inglorious Basterds","death","word_1",145.6
"Inglorious Basterds","death","word_1",147.37
"Inglorious Basterds","word","word_24",147.62
"Inglorious Basterds","word","word_33",148.73
"Django Unchained","word","word_33",7.23
"Django Unchained","death","word_1",7.75
"Django Unchained","word","word_33",8.37
"Django Unchained","word","word_9",8.38
"Django Unchained","word","word_17",8.65
"Django Unchained","word","word_30",8.87
"Django Unchained","word","word_17",8.88
"Django Unchained","word","word_48",9.8
"Django Unchained","word","word_33",10.07
"Django Unchained","word","word_37",10.53
"Django Unchained","death","word_1",12.63
"Django Unchained","word","word_48",13.57
"Django Unchained","word","word_48",14.07
"Django Unchained","word","word_37",14.75
"Django Unchained","word","word_48",14.78
"Django Unchained","word","word_2",19.37
"Django Unchained","death","word_1",19.62
"Django Unchained","word","word_33",20.25
"Django Unchained","word","word_48",20.47
"Django Unchained","word","word_37",22.67
"Django Unchained","word","word_48",24.98
"Django Unchained","word","word_48",28.55
"Django Unchained","word","word_48",28.65
"Django Unchained","word","word_48",28.8
"Django Unchained","word","word_48",29.38
"Django Unchained","word","word_48",29.5
"Django Unchained","word","word_48",29.65
"Django Unchained","word","word_48",31.07
"Django Unchained","word","word_48",31.1
"Django Unchained","word","word_17",33.12
"Django Unchained","death","word_1",36.47
"Django Unchained","word","word_33",36.55
"Django Unchained","word","word_9",36.57
"Django Unchained","death","word_1",37.45
"Django Unchained","death","word_1",38.03
"Django Unchained","word","word_10",40.92
"Django Unchained","word","word_48",41.68
"Django Unchained","word","word_48",42.02
"Django Unchained","word","word_30",42.23
"Django Unchained","word","word_51",42.23
"Django Unchained","word","word_30",42.33
"Django Unchained","word","word_51",42.38
"Django Unchained","word","word_33",42.45
"Django Unchained","word","word_51",42.47
"Django Unchained","word","word_33",42.5
"Django Unchained","word","word_51",43.12
"Django Unchained","word","word_30",43.22
"Django Unchained","word","word_30",43.25
"Django Unchained","word","word_30",43.27
"Django Unchained","word","word_24",43.28
"Django Unchained","word","word_10",43.42
"Django Unchained","word","word_48",43.65
"Django Unchained","word","word_33",44.3
"Django Unchained","word","word_30",44.42
"Django Unchained","word","word_51",44.55
"Django Unchained","word","word_48",44.58
"Django Unchained","word","word_48",44.63
"Django Unchained","word","word_48",44.67
"Django Unchained","word","word_51",45.5
"Django Unchained","death","word_1",45.78
"Django Unchained","word","word_37",47.65
"Django Unchained","word","word_37",48.3
"Django Unchained","word","word_17",53.08
"Django Unchained","death","word_1",55.07
"Django Unchained","death","word_1",56.58
"Django Unchained","death","word_1",56.62
"Django Unchained","death","word_1",56.63
"Django Unchained","death","word_1",56.65
"Django Unchained","word","word_48",59.42
"Django Unchained","word","word_34",59.65
"Django Unchained","word","word_48",59.75
"Django Unchained","word","word_24",60.5
"Django Unchained","word","word_30",62.22
"Django Unchained","word","word_48",63.2
"Django Unchained","word","word_48",64.78
"Django Unchained","death","word_1",66.9
"Django Unchained","word","word_48",70.1
"Django Unchained","word","word_48",71.17
"Django Unchained","word","word_48",71.2
"Django Unchained","word","word_48",71.23
"Django Unchained","word","word_48",71.28
"Django Unchained","word","word_48",71.35
"Django Unchained","word","word_48",71.87
"Django Unchained","word","word_48",73.17
"Django Unchained","word","word_48",73.23
"Django Unchained","word","word_48",73.32
"Django Unchained","word","word_48",73.73
"Django Unchained","word","word_48",74
"Django Unchained","word","word_48",74.4
"Django Unchained","word","word_33",74.77
"Django Unchained","word","word_48",74.83
"Django Unchained","word","word_37",75.67
"Django Unchained","word","word_33",76.2
"Django Unchained","word","word_48",76.3
"Django Unchained","word","word_48",76.37
"Django Unchained","word","word_2",76.45
"Django Unchained","word","word_33",76.45
"Django Unchained","word","word_37",76.92
"Django Unchained","word","word_48",78.48
"Django Unchained","word","word_2",79.57
"Django Unchained","word","word_33",79.63
"Django Unchained","word","word_33",79.77
"Django Unchained","word","word_48",79.8
"Django Unchained","word","word_48",81.32
"Django Unchained","word","word_33",81.68
"Django Unchained","word","word_48",82.98
"Django Unchained","word","word_48",83.47
"Django Unchained","word","word_48",83.52
"Django Unchained","word","word_48",83.68
"Django Unchained","death","word_1",84.38
"Django Unchained","word","word_48",84.47
"Django Unchained","word","word_2",88.32
"Django Unchained","word","word_48",88.35
"Django Unchained","word","word_48",88.75
"Django Unchained","word","word_2",88.97
"Django Unchained","word","word_48",89.13
"Django Unchained","word","word_48",89.13
"Django Unchained","word","word_48",89.35
"Django Unchained","word","word_7",89.52
"Django Unchained","word","word_48",89.62
"Django Unchained","word","word_2",90.03
"Django Unchained","word","word_45",90.03
"Django Unchained","word","word_33",90.17
"Django Unchained","word","word_48",90.32
"Django Unchained","word","word_33",90.37
"Django Unchained","word","word_48",90.42
"Django Unchained","word","word_51",90.43
"Django Unchained","word","word_2",90.88
"Django Unchained","word","word_48",91
"Django Unchained","word","word_48",91.02
"Django Unchained","word","word_48",91.17
"Django Unchained","word","word_48",91.18
"Django Unchained","word","word_2",92.12
"Django Unchained","word","word_17",92.23
"Django Unchained","word","word_17",92.25
"Django Unchained","word","word_51",92.27
"Django Unchained","word","word_17",92.33
"Django Unchained","word","word_9",92.37
"Django Unchained","word","word_48",92.53
"Django Unchained","word","word_48",92.67
"Django Unchained","word","word_2",92.78
"Django Unchained","word","word_2",93.22
"Django Unchained","word","word_48",96.73
"Django Unchained","word","word_2",101.02
"Django Unchained","word","word_48",101.48
"Django Unchained","word","word_48",101.97
"Django Unchained","word","word_48",102.07
"Django Unchained","word","word_48",102.32
"Django Unchained","word","word_48",102.6
"Django Unchained","word","word_48",102.78
"Django Unchained","word","word_48",102.83
"Django Unchained","word","word_48",103.02
"Django Unchained","word","word_48",103.15
"Django Unchained","word","word_48",103.2
"Django Unchained","word","word_37",103.83
"Django Unchained","word","word_48",104.23
"Django Unchained","word","word_48",104.27
"Django Unchained","word","word_2",104.35
"Django Unchained","word","word_48",104.9
"Django Unchained","word","word_9",104.97
"Django Unchained","word","word_48",105.62
"Django Unchained","word","word_48",106.12
"Django Unchained","word","word_2",108.38
"Django Unchained","word","word_48",108.48
"Django Unchained","word","word_48",108.65
"Django Unchained","word","word_48",109.12
"Django Unchained","word","word_48",109.18
"Django Unchained","word","word_48",109.2
"Django Unchained","word","word_33",109.33
"Django Unchained","word","word_33",111.33
"Django Unchained","word","word_17",111.53
"Django Unchained","word","word_48",112.08
"Django Unchained","word","word_51",112.08
"Django Unchained","word","word_25",112.08
"Django Unchained","word","word_46",113.05
"Django Unchained","word","word_37",113.22
"Django Unchained","word","word_2",113.25
"Django Unchained","word","word_48",113.5
"Django Unchained","word","word_48",113.97
"Django Unchained","word","word_48",114.05
"Django Unchained","word","word_24",114.15
"Django Unchained","word","word_9",114.18
"Django Unchained","word","word_33",114.93
"Django Unchained","word","word_10",115.02
"Django Unchained","word","word_10",115.07
"Django Unchained","word","word_17",116.65
"Django Unchained","word","word_33",117.85
